mukey,residual saturation [-],Rosetta porosity [-],van Genuchten alpha [Pa^-1],van Genuchten n [-],Rosetta permeability [m^2],thickness [cm],permeability [m^2],porosity [-],bulk density [g/cm^3],total sand pct [%],total silt pct [%],total clay pct [%],source,id,count,area,coverage [%]
75661,0.1426676409263624,0.501072724368499,9.557879661627864e-05,1.5009134263245005,2.9002457533256286e-12,152.0,2.8e-12,0.32789473684210524,0.9235526315789473,65.0657894736842,28.065789473684212,6.868421052631579,NRCS,75661,194,4507495.259750366,2.1969761140787516
75670,0.1426676409263624,0.501072724368499,9.557879661627864e-05,1.5009134263245005,2.9002457533256286e-12,152.0,2.8e-12,0.32789473684210524,0.9235526315789473,65.0657894736842,28.065789473684212,6.868421052631579,NRCS,75670,303,7271957.843811035,3.54438923721137
75691,,,,,,152.0,,,,,,,NRCS,75691,218,6048372.119369507,2.948007332136519
75693,,,,,,152.0,,,,,,,NRCS,75693,13,352970.20683288574,0.17203947396635386
75694,0.14616983492586466,0.48332699593098793,8.263183335437187e-05,1.507823910967658,2.2774726353332734e-12,152.0,1.6851679572004073e-12,0.4123684210526316,0.9773684210526317,59.64078947368421,32.96447368421053,7.394736842105264,NRCS,75694,100,2882794.5962142944,1.4050887476759901
75695,0.15710535241800913,0.4919839335441109,0.0001258473048210323,1.483837208640864,2.1287296494219088e-12,152.0,1.5874507866387538e-12,0.41960526315789476,1.026907894736842,69.57105263157895,19.205263157894738,11.223684210526317,NRCS,75695,36,1058475.8237686157,0.5159064997615254
75696,0.15056233157193458,0.49317539282552614,0.00012502379060377156,1.4998057572120387,2.4427790949610497e-12,139.21052631578948,1.6540914943590886e-12,0.4264035087719298,1.0037356979405034,70.48649885583524,20.226697177726923,9.286803966437834,NRCS,75696,38,1070274.9489440918,0.5216574533807161
679189,,,,,,,,,,,,,NRCS,679189,12,324273.8292770386,0.15805271359996062
2756442,0.13578731612139217,0.44905891167035933,9.390173456751651e-05,1.5518761714117397,2.075786863224381e-12,150.0,7.81625953465804e-12,0.24749154273377874,1.078888888888889,61.44368858654573,35.1760602866193,3.3802511268349784,NRCS,2756442,6,83299.82598876953,0.040600758837931294
2901079,0.13732912426136107,0.46762380613294485,9.230561977703512e-05,1.537577647251051,2.4163668265790348e-12,150.0,7.808154599743968e-12,0.4293459921459921,1.0165,62.53427177177177,33.12302552552552,4.342702702702702,NRCS,2901079,10,284280.29205322266,0.13855966015566057
2901080,0.1365300365009852,0.4190196530060073,0.00011831287060806324,1.5681048319953232,1.550261238620683e-12,150.0,1.1603417910854839e-11,0.2239843068875327,1.2146262626262625,64.04279279279278,33.2027027027027,2.7545045045045042,NRCS,2901080,20,569017.8075714111,0.2773421733535187
2901081,0.13578731612139217,0.44905891167035933,9.390173456751651e-05,1.5518761714117397,2.075786863224381e-12,150.0,7.81625953465804e-12,0.24749154273377874,1.078888888888889,61.44368858654573,35.1760602866193,3.3802511268349784,NRCS,2901081,90,2405361.0019989014,1.1723851856964096
2901082,0.1357045510551847,0.45338490400203957,9.375773757615964e-05,1.5499679861110556,2.1773570199625527e-12,150.0,8.005078984567882e-12,0.3002164891326382,1.0631,61.841970797327946,34.681733823271095,3.476295379400969,NRCS,2901082,11,245364.82411956787,0.11959206316629134
2901083,0.1341976568645033,0.47614887848963117,9.344920441828832e-05,1.5410566940820807,2.8198632895807275e-12,150.0,7.662446545946889e-12,0.4448035285285285,0.9796,64.03723723723724,32.37935810810811,3.5834046546546543,NRCS,2901083,7,120381.66580963135,0.05867463615955483
2901084,0.1386963585836996,0.4701917276457149,9.549711296728658e-05,1.5325638669649586,2.4113911252214123e-12,150.0,7.645950701742132e-12,0.4143626669267402,1.0149824561403507,63.40445708866761,31.75780299750551,4.837739913826869,NRCS,2901084,7,157777.6849822998,0.07690164609512018
2901085,0.13618258755005794,0.46946538572397445,8.728789512927887e-05,1.5399540258666957,2.513914724760722e-12,150.0,7.813011625644598e-12,0.4532066066066066,1.0015,61.489977477477474,34.49667417417417,4.013348348348348,NRCS,2901085,8,218426.44857025146,0.10646216191882804
2901086,0.13772026641538232,0.47229222639300955,8.944998740302591e-05,1.5338222582556322,2.497973178505001e-12,150.0,7.720693586469282e-12,0.42417742308405926,0.9985263157894736,62.10004741583688,33.333017914940115,4.566934669222999,NRCS,2901086,58,1703349.279586792,0.8302211018614987
